Longitude,Latitude,Accident_Severity,Number_of_Casualties,Number_of_Vehicles,Day_of_Week,Road_Type,Speed_limit,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Vehicle_Type,Sex_of_Driver,Age_of_Driver,Engine_Capacity_(CC),Age_of_Vehicle,DateTime
-0.00963,51.347662,Fatal,5,2,7,Single carriageway,30,Darkness - lights lit,Fine no high winds,Frost or ice,Car,Male,50,2300,7,2005-11-19 18:40:00
-0.00963,51.347662,Fatal,5,2,7,Single carriageway,30,Darkness - lights lit,Fine no high winds,Frost or ice,Car,Male,41,3960,9,2005-11-19 18:40:00
-0.287683,51.489016,Fatal,1,2,5,Dual carriageway,30,Darkness - lights lit,Raining no high winds,Wet or damp,Car,Male,32,-1,-1,2005-01-27 18:59:00
-0.32696,51.474565,Fatal,1,2,7,Single carriageway,30,Darkness - lights lit,Raining no high winds,Wet or damp,Car,Female,34,1997,5,2005-02-26 17:50:00
-0.241076,51.509818,Fatal,9,2,4,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,26,2685,1,2005-02-16 23:12:00
-0.241076,51.509818,Fatal,9,2,4,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,51,1997,2,2005-02-16 23:12:00
-0.188945,51.461634,Fatal,1,2,2,Dual carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,-1,1598,7,2005-02-14 18:28:00
-0.294023,51.384704,Fatal,1,2,3,Single carriageway,30,Darkness - lights lit,Raining no high winds,Wet or damp,Car,Male,41,1999,1,2005-03-29 20:00:00
-0.294023,51.384704,Fatal,1,2,3,Single carriageway,30,Darkness - lights lit,Raining no high winds,Wet or damp,Car,Not known,-1,-1,-1,2005-03-29 20:00:00
-0.381287,51.489716,Fatal,1,2,4,Dual carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,24,1597,10,2005-02-16 17:15:00
-0.381287,51.489716,Fatal,1,2,4,Dual carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,41,1592,12,2005-02-16 17:15:00
-0.192059,51.473912,Fatal,1,2,4,Single carriageway,30,Daylight,Raining no high winds,Wet or damp,Car,Male,31,1391,12,2005-06-01 18:59:00
-0.34514,51.473565,Fatal,2,2,4,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Female,26,1781,3,2005-06-08 16:11:00
-0.34514,51.473565,Fatal,2,2,4,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,73,-1,-1,2005-06-08 16:11:00
-0.36656,51.438254,Fatal,2,2,4,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,25,-1,-1,2005-06-22 11:45:00
-0.36656,51.438254,Fatal,2,2,4,Single carriageway,30,Daylight,Fine no high winds,Dry,Pedal cycle,Male,83,-1,-1,2005-06-22 11:45:00
-0.355046,51.470377,Fatal,1,2,3,Single carriageway,30,Daylight,Fine no high winds,Dry,Goods vehicle,Male,50,6870,3,2005-06-21 10:20:00
-0.355046,51.470377,Fatal,1,2,3,Single carriageway,30,Daylight,Fine no high winds,Dry,Pedal cycle,Female,34,-1,-1,2005-06-21 10:20:00
-0.167997,51.463466,Fatal,1,2,1,Single carriageway,30,Daylight,Fine no high winds,Dry,Pedal cycle,Male,26,-1,-1,2005-04-03 15:36:00
-0.128935,51.447022,Fatal,1,1,4,Dual carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,43,-1,-1,2005-04-20 17:10:00
-0.128476,51.433615,Fatal,1,2,5,Dual carriageway,30,Daylight,Fine no high winds,Dry,Goods vehicle,Male,46,-1,-1,2005-06-23 07:20:00
-0.128476,51.433615,Fatal,1,2,5,Dual carriageway,30,Daylight,Fine no high winds,Dry,Pedal cycle,Male,55,-1,-1,2005-06-23 07:20:00
-0.140854,51.369693,Fatal,1,1,1,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,30,1995,-1,2005-07-03 07:24:00
-0.194456,51.456952,Fatal,1,1,5,Single carriageway,30,Daylight,Fine no high winds,Dry,Goods vehicle,Male,47,-1,9,2005-07-07 09:59:00
-0.310656,51.397445,Fatal,4,2,2,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Female,73,1498,7,2005-07-18 13:16:00
-0.310656,51.397445,Fatal,4,2,2,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,19,1597,11,2005-07-18 13:16:00
-0.372927,51.47773,Fatal,1,2,3,Dual carriageway,40,Daylight,Fine no high winds,Dry,Pedal cycle,Male,45,-1,-1,2005-08-02 13:05:00
-0.372927,51.47773,Fatal,1,2,3,Dual carriageway,40,Daylight,Fine no high winds,Dry,Goods vehicle,Male,29,6000,6,2005-08-02 13:05:00
-0.24581,51.506652,Fatal,2,2,1,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,39,1587,12,2005-07-31 07:20:00
-0.24581,51.506652,Fatal,2,2,1,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,71,2664,10,2005-07-31 07:20:00
-0.227484,51.410694,Fatal,3,2,1,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,30,-1,-1,2005-07-31 02:00:00
-0.227484,51.410694,Fatal,3,2,1,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,41,2946,8,2005-07-31 02:00:00
-0.406672,51.447439,Fatal,3,3,5,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,21,1995,3,2005-09-01 01:26:00
-0.406672,51.447439,Fatal,3,3,5,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Not known,-1,1762,6,2005-09-01 01:26:00
-0.406672,51.447439,Fatal,3,3,5,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,24,993,14,2005-09-01 01:26:00
-0.230625,51.508043,Fatal,1,1,3,Single carriageway,30,Daylight,Fine no high winds,Dry,Car,Male,29,1198,3,2005-08-30 12:52:00
-0.22696,51.502232,Fatal,1,1,6,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Not known,-1,1596,9,2005-09-30 02:05:00
-0.140845,51.479765,Fatal,1,2,6,Single carriageway,30,Daylight,Fine no high winds,Dry,Goods vehicle,Male,25,1998,1,2005-10-07 18:03:00
-0.122009,51.48603,Fatal,1,1,6,One way street,30,Daylight,Fine no high winds,Dry,Car,Male,57,2402,1,2005-10-07 18:05:00
-0.329968,51.482881,Fatal,1,1,4,Dual carriageway,40,Darkness - lights lit,Raining no high winds,Wet or damp,Car,Male,25,1108,9,2005-10-12 22:53:00
-0.221683,51.515641,Fatal,6,4,1,Slip road,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,45,2498,11,2005-10-23 00:09:00
-0.221683,51.515641,Fatal,6,4,1,Slip road,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,39,1796,8,2005-10-23 00:09:00
-0.221683,51.515641,Fatal,6,4,1,Slip road,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,48,1998,8,2005-10-23 00:09:00
-0.221683,51.515641,Fatal,6,4,1,Slip road,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,58,1108,11,2005-10-23 00:09:00
-0.103395,51.455604,Fatal,1,1,2,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,47,-1,-1,2005-11-14 21:22:00
-0.36018,51.455701,Fatal,1,1,4,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,20,1590,10,2005-11-16 21:30:00
-0.223469,51.503078,Fatal,1,2,4,Single carriageway,30,Daylight,Fine no high winds,Dry,Goods vehicle,Male,33,-1,8,2005-12-14 08:29:00
-0.114932,51.479531,Fatal,1,2,5,Single carriageway,30,Daylight,Fine no high winds,Dry,Goods vehicle,Male,26,58,8,2005-12-15 08:25:00
-0.114932,51.479531,Fatal,1,2,5,Single carriageway,30,Daylight,Fine no high winds,Dry,Pedal cycle,Female,34,-1,-1,2005-12-15 08:25:00
-0.267094,51.49258,Fatal,2,1,4,Single carriageway,30,Daylight,Fine no high winds,Wet or damp,Car,Female,36,-1,-1,2005-12-28 10:25:00
-0.131285,51.449398,Fatal,1,1,4,Single carriageway,30,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Male,40,1984,9,2005-12-21 05:19:00
-2.756027,54.961821,Fatal,1,2,4,Single carriageway,60,Daylight,Raining + high winds,Wet or damp,Car,Male,24,-1,-1,2005-01-05 13:20:00
-2.756027,54.961821,Fatal,1,2,4,Single carriageway,60,Daylight,Raining + high winds,Wet or damp,Car,Female,74,-1,-1,2005-01-05 13:20:00
-2.69511,54.680537,Fatal,3,3,4,Single carriageway,60,Darkness - no lighting,Fine + high winds,Wet or damp,Car,Male,26,1149,3,2005-01-19 19:40:00
-2.69511,54.680537,Fatal,3,3,4,Single carriageway,60,Darkness - no lighting,Fine + high winds,Wet or damp,Car,Male,34,1905,7,2005-01-19 19:40:00
-2.69511,54.680537,Fatal,3,3,4,Single carriageway,60,Darkness - no lighting,Fine + high winds,Wet or damp,Goods vehicle,Male,55,1753,3,2005-01-19 19:40:00
-2.5108,54.589787,Fatal,2,2,5,Single carriageway,40,Darkness - no lighting,Raining no high winds,Wet or damp,Car,Male,22,1597,9,2005-02-17 02:57:00
-2.5108,54.589787,Fatal,2,2,5,Single carriageway,40,Darkness - no lighting,Raining no high winds,Wet or damp,Goods vehicle,Male,64,11116,2,2005-02-17 02:57:00
-3.382077,54.676267,Fatal,2,2,2,Single carriageway,50,Daylight,Fine no high winds,Wet or damp,Car,Male,18,1596,3,2005-02-28 13:40:00
-3.382077,54.676267,Fatal,2,2,2,Single carriageway,50,Daylight,Fine no high winds,Wet or damp,Car,Female,19,1596,5,2005-02-28 13:40:00
-3.208749,54.77761,Fatal,1,1,2,Single carriageway,60,Darkness - no lighting,Fine no high winds,Dry,Car,Male,39,1396,13,2005-03-07 01:17:00
-3.318564,54.855466,Fatal,3,3,1,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,63,1769,10,2005-03-13 10:15:00
-3.318564,54.855466,Fatal,3,3,1,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,75,1396,8,2005-03-13 10:15:00
-3.318564,54.855466,Fatal,3,3,1,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,71,-1,-1,2005-03-13 10:15:00
-3.170416,54.255982,Fatal,2,2,6,Single carriageway,60,Daylight,Fine + high winds,Wet or damp,Car,Female,41,2199,11,2005-03-11 09:41:00
-3.170416,54.255982,Fatal,2,2,6,Single carriageway,60,Daylight,Fine + high winds,Wet or damp,Goods vehicle,Male,45,-1,-1,2005-03-11 09:41:00
-3.452208,54.746539,Fatal,3,1,5,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,20,1797,8,2005-03-31 12:30:00
-3.323586,54.709005,Fatal,6,4,4,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Female,24,1597,9,2005-04-13 16:00:00
-3.323586,54.709005,Fatal,6,4,4,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,66,1596,3,2005-04-13 16:00:00
-3.323586,54.709005,Fatal,6,4,4,Single carriageway,60,Daylight,Fine no high winds,Dry,Goods vehicle,Male,55,-1,-1,2005-04-13 16:00:00
-3.323586,54.709005,Fatal,6,4,4,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,60,1994,9,2005-04-13 16:00:00
-3.052768,54.229474,Fatal,4,2,3,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Car,Female,54,-1,-1,2005-04-19 21:36:00
-3.052768,54.229474,Fatal,4,2,3,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Car,Male,40,1149,6,2005-04-19 21:36:00
-3.57831,54.55316,Fatal,1,1,5,Single carriageway,30,Daylight,Raining no high winds,Wet or damp,Pedal cycle,Male,44,-1,-1,2005-04-28 08:44:00
-3.524711,54.608584,Fatal,3,2,5,Single carriageway,50,Daylight,Fine + high winds,Dry,Car,Female,50,1242,5,2005-04-28 15:44:00
-3.524711,54.608584,Fatal,3,2,5,Single carriageway,50,Daylight,Fine + high winds,Dry,Goods vehicle,Male,53,12580,1,2005-04-28 15:44:00
-3.483571,54.639654,Fatal,1,2,1,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,62,1995,2,2005-05-01 17:15:00
-2.897591,54.831447,Fatal,2,1,7,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,19,1998,15,2005-05-14 06:45:00
-2.813758,54.260535,Fatal,3,2,4,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,81,1398,-1,2005-06-08 13:25:00
-2.813758,54.260535,Fatal,3,2,4,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,71,2400,6,2005-06-08 13:25:00
-2.858015,54.837216,Fatal,6,2,4,Single carriageway,60,Daylight,Fine no high winds,Wet or damp,Car,Male,19,1396,7,2005-07-06 19:45:00
-2.858015,54.837216,Fatal,6,2,4,Single carriageway,60,Daylight,Fine no high winds,Wet or damp,Car,Male,72,1590,11,2005-07-06 19:45:00
-2.729358,54.661643,Fatal,1,1,3,Single carriageway,40,Daylight,Fine no high winds,Dry,Goods vehicle,Male,48,9603,6,2005-07-19 10:55:00
-2.99392,54.962895,Fatal,3,3,3,Dual carriageway,70,Daylight,Fine no high winds,Dry,Goods vehicle,Male,51,10518,1,2005-07-19 06:12:00
-2.99392,54.962895,Fatal,3,3,3,Dual carriageway,70,Daylight,Fine no high winds,Dry,Goods vehicle,Male,45,11000,2,2005-07-19 06:12:00
-2.99392,54.962895,Fatal,3,3,3,Dual carriageway,70,Daylight,Fine no high winds,Dry,Goods vehicle,Male,40,12600,3,2005-07-19 06:12:00
-3.163924,54.624184,Fatal,1,1,4,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,23,1587,6,2005-07-27 21:33:00
-2.926617,54.888836,Fatal,1,1,1,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Goods vehicle,Male,30,2496,6,2005-07-31 01:10:00
-2.725703,54.342884,Fatal,2,2,1,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,43,1596,4,2005-08-07 14:10:00
-3.239372,54.108425,Fatal,2,2,3,Roundabout,30,Daylight,Fine no high winds,Dry,Car,Male,83,1299,6,2005-10-04 10:50:00
-3.239372,54.108425,Fatal,2,2,3,Roundabout,30,Daylight,Fine no high winds,Dry,Car,Female,49,1242,5,2005-10-04 10:50:00
-2.813301,54.260718,Fatal,3,2,5,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,85,1198,1,2005-10-13 13:38:00
-2.813301,54.260718,Fatal,3,2,5,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,52,2393,6,2005-10-13 13:38:00
-2.779058,54.723074,Fatal,2,2,4,Single carriageway,60,Daylight,Fine no high winds,Wet or damp,Car,Female,22,1199,2,2005-10-12 10:46:00
-2.779058,54.723074,Fatal,2,2,4,Single carriageway,60,Daylight,Fine no high winds,Wet or damp,Car,Female,55,1339,1,2005-10-12 10:46:00
-3.53971,54.583408,Fatal,5,2,6,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,26,1396,11,2005-07-15 21:23:00
-3.53971,54.583408,Fatal,5,2,6,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,30,1998,9,2005-07-15 21:23:00
-2.86073,54.671925,Fatal,4,1,4,Single carriageway,60,Darkness - no lighting,Fine no high winds,Wet or damp,Car,Male,18,1753,11,2005-10-19 19:57:00
-3.195252,54.883973,Fatal,2,2,4,Single carriageway,60,Daylight,Raining no high winds,Wet or damp,Car,Male,67,1124,3,2005-10-26 10:12:00
-3.195252,54.883973,Fatal,2,2,4,Single carriageway,60,Daylight,Raining no high winds,Wet or damp,Car,Male,19,1994,6,2005-10-26 10:12:00
-2.923645,54.355103,Fatal,1,1,4,Single carriageway,30,Daylight,Fine no high winds,Wet or damp,Car,Female,26,-1,-1,2005-10-26 08:37:00
-3.055141,54.616284,Fatal,4,3,1,Single carriageway,60,Darkness - no lighting,Raining no high winds,Wet or damp,Car,Female,43,1242,4,2005-11-06 20:37:00
-3.055141,54.616284,Fatal,4,3,1,Single carriageway,60,Darkness - no lighting,Raining no high winds,Wet or damp,Car,Female,69,1997,6,2005-11-06 20:37:00
-3.055141,54.616284,Fatal,4,3,1,Single carriageway,60,Darkness - no lighting,Raining no high winds,Wet or damp,Car,Female,47,1497,1,2005-11-06 20:37:00
-3.45281,54.745993,Fatal,2,3,2,Single carriageway,60,Daylight,Fine + high winds,Wet or damp,Car,Male,18,1396,5,2005-11-14 15:21:00
-3.45281,54.745993,Fatal,2,3,2,Single carriageway,60,Daylight,Fine + high winds,Wet or damp,Car,Male,58,2902,2,2005-11-14 15:21:00
-3.45281,54.745993,Fatal,2,3,2,Single carriageway,60,Daylight,Fine + high winds,Wet or damp,Car,Male,58,-1,-1,2005-11-14 15:21:00
-2.8133,54.260628,Fatal,1,2,3,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Wet or damp,Goods vehicle,Male,58,-1,-1,2005-11-08 18:35:00
-2.8133,54.260628,Fatal,1,2,3,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Wet or damp,Car,Female,62,1598,3,2005-11-08 18:35:00
-2.643997,54.958871,Fatal,4,3,7,Single carriageway,60,Darkness - no lighting,Fine no high winds,Wet or damp,Car,Female,25,-1,-1,2005-12-10 17:38:00
-2.643997,54.958871,Fatal,4,3,7,Single carriageway,60,Darkness - no lighting,Fine no high winds,Wet or damp,Car,Female,30,998,12,2005-12-10 17:38:00
-3.041839,54.62296,Fatal,1,2,3,Single carriageway,60,Daylight,Fine no high winds,Wet or damp,Goods vehicle,Male,35,11705,6,2005-12-13 20:05:00
-3.041839,54.62296,Fatal,1,2,3,Single carriageway,60,Daylight,Fine no high winds,Wet or damp,Car,Male,38,2188,2,2005-12-13 20:05:00
-3.533537,54.653862,Fatal,1,1,4,Single carriageway,30,Daylight,Fine no high winds,Frost or ice,Car,Female,20,973,5,2005-12-28 12:05:00
-2.957143,54.260381,Fatal,4,3,4,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,25,1997,5,2005-12-28 15:23:00
-2.957143,54.260381,Fatal,4,3,4,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,47,2495,12,2005-12-28 15:23:00
-2.957143,54.260381,Fatal,4,3,4,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,59,1753,8,2005-12-28 15:23:00
-2.855127,53.757902,Fatal,4,2,6,Dual carriageway,50,Daylight,Fine no high winds,Wet or damp,Car,Female,74,1396,3,2005-01-21 15:35:00
-2.855127,53.757902,Fatal,4,2,6,Dual carriageway,50,Daylight,Fine no high winds,Wet or damp,Car,Male,50,1995,1,2005-01-21 15:35:00
-3.027004,53.833315,Fatal,1,2,2,Roundabout,30,Daylight,Fine no high winds,Dry,Goods vehicle,Male,51,6240,11,2005-01-24 11:13:00
-3.027004,53.833315,Fatal,1,2,2,Roundabout,30,Daylight,Fine no high winds,Dry,Pedal cycle,Male,33,-1,-1,2005-01-24 11:13:00
-2.999051,53.750587,Fatal,1,1,5,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Car,Female,25,1753,10,2005-12-15 16:30:00
-3.028364,53.826832,Fatal,2,4,5,Single carriageway,30,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Male,23,1391,9,2005-12-22 17:57:00
-3.028364,53.826832,Fatal,2,4,5,Single carriageway,30,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Male,-1,1324,13,2005-12-22 17:57:00
-3.028364,53.826832,Fatal,2,4,5,Single carriageway,30,Darkness - lights lit,Fine no high winds,Wet or damp,Car,Male,33,1597,7,2005-12-22 17:57:00
-2.820449,53.86196,Fatal,1,1,2,Roundabout,30,Darkness - lights lit,Fine no high winds,Dry,Car,Female,65,1796,13,2005-01-10 06:45:00
-2.954922,53.890987,Fatal,2,2,7,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Female,47,1896,3,2005-01-29 15:18:00
-2.744519,53.876028,Fatal,2,1,5,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Car,Male,19,-1,-1,2005-02-03 21:32:00
-2.804101,54.095403,Fatal,1,1,5,Single carriageway,40,Daylight,Fine no high winds,Dry,Car,Male,24,-1,-1,2005-02-24 15:48:00
-2.744298,53.880703,Fatal,1,3,3,Dual carriageway,70,Daylight,Fine no high winds,Dry,Goods vehicle,Male,37,-1,-1,2005-03-01 09:58:00
-2.744298,53.880703,Fatal,1,3,3,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,49,2960,15,2005-03-01 09:58:00
-2.744298,53.880703,Fatal,1,3,3,Dual carriageway,70,Daylight,Fine no high winds,Dry,Goods vehicle,Male,59,11000,7,2005-03-01 09:58:00
-2.744639,53.874229,Fatal,1,2,6,Dual carriageway,70,Darkness - no lighting,Raining no high winds,Wet or damp,Car,Male,25,1390,-1,2005-02-25 17:59:00
-2.744639,53.874229,Fatal,1,2,6,Dual carriageway,70,Darkness - no lighting,Raining no high winds,Wet or damp,Goods vehicle,Male,46,12130,2,2005-02-25 17:59:00
-2.733472,53.818391,Fatal,2,1,3,Single carriageway,40,Daylight,Fine no high winds,Dry,Car,Male,84,1272,14,2005-03-29 14:22:00
-2.846051,54.067972,Fatal,1,1,6,Single carriageway,30,Daylight,Fine no high winds,Wet or damp,Car,Female,42,998,16,2005-06-17 12:02:00
-2.862888,54.039809,Fatal,1,1,2,Single carriageway,50,Daylight,Fog or mist,Wet or damp,Car,Male,70,1360,4,2005-11-21 09:50:00
-2.834596,53.892783,Fatal,1,2,1,Single carriageway,60,Daylight,Fine + high winds,Dry,Goods vehicle,Male,33,1870,1,2005-05-08 13:08:00
-2.834596,53.892783,Fatal,1,2,1,Single carriageway,60,Daylight,Fine + high winds,Dry,Pedal cycle,Male,15,-1,-1,2005-05-08 13:08:00
-3.00052,53.850617,Fatal,1,3,5,Single carriageway,30,Daylight,Fine no high winds,Wet or damp,Car,Not known,-1,-1,-1,2005-05-19 08:00:00
-3.00052,53.850617,Fatal,1,3,5,Single carriageway,30,Daylight,Fine no high winds,Wet or damp,Goods vehicle,Male,28,-1,8,2005-05-19 08:00:00
-2.774737,53.930844,Fatal,1,1,6,Single carriageway,50,Darkness - lights lit,Fine no high winds,Dry,Car,Male,74,-1,-1,2005-05-27 02:20:00
-2.748979,53.895774,Fatal,2,2,1,Dual carriageway,70,Daylight,Fine no high winds,Dry,Car,Male,32,1599,1,2005-08-14 12:54:00
-2.748979,53.895774,Fatal,2,2,1,Dual carriageway,70,Daylight,Fine no high winds,Dry,Goods vehicle,Male,56,11967,2,2005-08-14 12:54:00
-3.028058,53.901169,Fatal,1,2,7,Roundabout,30,Darkness - lights lit,Fine no high winds,Dry,Car,Male,69,2597,3,2005-08-20 22:30:00
-2.756636,53.873166,Fatal,1,1,5,Single carriageway,30,Daylight,Fine no high winds,Dry,Pedal cycle,Male,52,-1,-1,2005-09-22 16:55:00
-2.712591,53.939498,Fatal,2,2,1,Single carriageway,60,Daylight,Fine no high winds,Wet or damp,Pedal cycle,Male,71,-1,-1,2005-09-25 11:13:00
-2.712591,53.939498,Fatal,2,2,1,Single carriageway,60,Daylight,Fine no high winds,Wet or damp,Pedal cycle,Male,51,-1,-1,2005-09-25 11:13:00
-2.72263,53.69136,Fatal,2,2,5,Single carriageway,60,Daylight,Fine no high winds,Wet or damp,Car,Male,42,1686,3,2005-01-06 12:25:00
-2.72263,53.69136,Fatal,2,2,5,Single carriageway,60,Daylight,Fine no high winds,Wet or damp,Car,Male,63,1242,8,2005-01-06 12:25:00
-2.885271,53.568202,Fatal,1,1,5,Single carriageway,30,Darkness - lights unlit,Raining no high winds,Wet or damp,Goods vehicle,Male,39,-1,-1,2005-01-20 16:15:00
-2.809842,53.698353,Fatal,2,3,5,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Male,18,1360,2,2005-01-27 07:40:00
-2.809842,53.698353,Fatal,2,3,5,Single carriageway,60,Daylight,Fine no high winds,Dry,Goods vehicle,Male,53,1753,5,2005-01-27 07:40:00
-2.572206,53.721655,Fatal,2,2,4,Single carriageway,60,Darkness - no lighting,Fine no high winds,Wet or damp,Car,Female,47,1527,9,2005-02-02 18:25:00
-2.572206,53.721655,Fatal,2,2,4,Single carriageway,60,Darkness - no lighting,Fine no high winds,Wet or damp,Car,Male,57,1995,1,2005-02-02 18:25:00
-2.607538,53.649484,Fatal,3,4,3,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Wet or damp,Goods vehicle,Male,50,5900,1,2005-03-08 19:45:00
-2.607538,53.649484,Fatal,3,4,3,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Wet or damp,Car,Female,20,1299,5,2005-03-08 19:45:00
-2.607538,53.649484,Fatal,3,4,3,Dual carriageway,70,Darkness - no lighting,Fine no high winds,Wet or damp,Car,Male,49,1839,11,2005-03-08 19:45:00
-2.854834,53.668737,Fatal,2,2,6,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Female,57,3200,2,2005-03-18 16:10:00
-2.854834,53.668737,Fatal,2,2,6,Single carriageway,60,Daylight,Fine no high winds,Dry,Pedal cycle,Male,36,-1,-1,2005-03-18 16:10:00
-2.554772,53.721198,Fatal,5,2,6,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Female,70,1275,6,2005-03-25 18:00:00
-2.554772,53.721198,Fatal,5,2,6,Single carriageway,60,Daylight,Fine no high winds,Dry,Car,Female,46,2188,9,2005-03-25 18:00:00
-2.886312,53.574666,Fatal,5,8,2,Single carriageway,40,Daylight,Fine no high winds,Dry,Goods vehicle,Male,26,1753,1,2005-04-25 14:06:00
