Longitude,Latitude,Number_of_Casualties,Number_of_Vehicles,Speed_limit,Weather_Conditions,Vehicle_Type,DateTime
-2.854834,53.668737,2,2,60,Fine no high winds,Car,2005-03-18 16:10:00
-2.854834,53.668737,2,2,60,Fine no high winds,Pedal cycle,2005-03-18 16:10:00
-2.554772,53.721198,5,2,60,Fine no high winds,Car,2005-03-25 18:00:00
-2.554772,53.721198,5,2,60,Fine no high winds,Car,2005-03-25 18:00:00
-2.886312,53.574666,5,8,40,Fine no high winds,Goods vehicle,2005-04-25 14:06:00
-2.886312,53.574666,5,8,40,Fine no high winds,Goods vehicle,2005-04-25 14:06:00
-2.886312,53.574666,5,8,40,Fine no high winds,Goods vehicle,2005-04-25 14:06:00
-2.886312,53.574666,5,8,40,Fine no high winds,Car,2005-04-25 14:06:00
-2.886312,53.574666,5,8,40,Fine no high winds,Car,2005-04-25 14:06:00
-2.886312,53.574666,5,8,40,Fine no high winds,Car,2005-04-25 14:06:00
-2.886312,53.574666,5,8,40,Fine no high winds,Car,2005-04-25 14:06:00
-2.886312,53.574666,5,8,40,Fine no high winds,Car,2005-04-25 14:06:00
-2.627789,53.658188,1,1,30,Fine no high winds,Goods vehicle,2005-08-30 08:10:00
-2.681161,53.627245,2,2,40,Fine no high winds,Car,2005-05-30 15:50:00
-2.616809,53.641976,3,2,30,Fine no high winds,Car,2005-07-24 13:38:00
-2.537583,53.692334,2,3,60,Fine no high winds,Car,2005-07-24 07:40:00
-2.537583,53.692334,2,3,60,Fine no high winds,Goods vehicle,2005-07-24 07:40:00
-2.537583,53.692334,2,3,60,Fine no high winds,Car,2005-07-24 07:40:00
-2.619687,53.673241,3,2,50,Fine no high winds,Car,2005-12-07 13:45:00
-2.619687,53.673241,3,2,50,Fine no high winds,Car,2005-12-07 13:45:00
-2.639537,53.684552,1,2,40,Fine no high winds,Car,2005-12-16 07:40:00
-2.552268,53.691997,1,1,60,Fine no high winds,Goods vehicle,2005-12-15 14:15:00
-2.830219,53.671607,1,1,60,Fog or mist,Goods vehicle,2005-12-21 22:50:00
-2.753015,53.552389,4,3,60,Raining no high winds,Car,2005-08-26 16:35:00
-2.753015,53.552389,4,3,60,Raining no high winds,Car,2005-08-26 16:35:00
-2.753015,53.552389,4,3,60,Raining no high winds,Car,2005-08-26 16:35:00
-2.853467,53.563579,2,2,40,Fine no high winds,Car,2005-10-24 06:55:00
-2.676078,53.706553,2,1,70,Fine no high winds,Car,2005-06-09 21:17:00
-2.616815,53.766736,2,1,70,Fine no high winds,Car,2005-08-13 16:50:00
-2.737904,53.733423,1,1,40,Fine no high winds,Car,2005-10-23 05:10:00
-2.615307,53.829571,2,1,30,Fine no high winds,Car,2005-05-25 23:31:00
-2.653558,53.79791,2,1,60,Fine no high winds,Car,2005-06-25 03:50:00
-2.651413,53.777069,1,2,30,Fine no high winds,Car,2005-07-10 21:15:00
-2.462761,53.622446,1,1,50,Raining + high winds,Car,2005-01-20 21:25:00
-2.419548,53.731905,13,2,40,Fine no high winds,Car,2005-02-03 15:28:00
-2.373258,53.862207,3,2,60,Fine no high winds,Car,2005-03-01 14:30:00
-2.373258,53.862207,3,2,60,Fine no high winds,Car,2005-03-01 14:30:00
-2.387762,53.786301,1,1,30,Fine no high winds,Car,2005-03-15 02:51:00
-2.423335,53.761822,1,1,70,Fine no high winds,Car,2005-03-18 09:38:00
-2.379138,53.806192,1,1,60,Fine no high winds,Car,2005-03-26 23:20:00
-2.36183,53.753665,1,1,30,Fine no high winds,Car,2005-04-09 22:11:00
-2.263405,53.923707,1,2,60,Fine no high winds,Car,2005-04-17 07:49:00
-2.499244,53.728723,2,1,30,Fine no high winds,Goods vehicle,2005-07-18 20:00:00
-2.504605,53.657422,7,2,50,Fine no high winds,Car,2005-08-13 15:36:00
-2.504605,53.657422,7,2,50,Fine no high winds,Car,2005-08-13 15:36:00
-2.463681,53.692553,1,2,30,Fine no high winds,Car,2005-11-04 19:00:00
-2.463681,53.692553,1,2,30,Fine no high winds,Car,2005-11-04 19:00:00
-2.460072,53.805909,1,2,60,Fine no high winds,Goods vehicle,2005-08-19 15:35:00
-2.359694,53.87627,1,2,60,Fine no high winds,Car,2005-09-04 15:00:00
-2.203444,53.711703,3,1,30,Fine no high winds,Car,2005-01-14 20:44:00
-2.184973,53.749214,1,1,40,Snowing no high winds,Goods vehicle,2005-02-13 00:19:00
-2.194798,53.840608,2,1,30,Fine no high winds,Car,2005-03-07 03:34:00
-2.309689,53.799021,1,1,30,Fine no high winds,Car,2005-03-27 19:41:00
-2.32687,53.724104,1,1,70,Raining no high winds,Car,2005-04-06 07:22:00
-2.361036,53.749532,2,1,30,Raining no high winds,Car,2005-04-26 00:45:00
-2.233426,53.790565,1,2,30,Fine no high winds,Pedal cycle,2005-07-03 17:00:00
-2.233426,53.790565,1,2,30,Fine no high winds,Car,2005-07-03 17:00:00
-2.229349,53.794528,1,1,30,Fine no high winds,Car,2005-09-09 11:39:00
-2.249055,53.789635,1,2,30,Fine no high winds,Car,2005-11-29 12:50:00
-2.238853,53.783904,1,1,30,Fine no high winds,Car,2005-12-15 08:25:00
-2.201281,53.702899,1,1,30,Fine no high winds,Car,2005-11-25 10:55:00
-2.271828,53.649279,2,2,60,Fine no high winds,Car,2005-07-14 14:45:00
-2.271828,53.649279,2,2,60,Fine no high winds,Goods vehicle,2005-07-14 14:45:00
-2.326985,53.777943,3,1,70,Fine no high winds,Car,2005-09-10 16:30:00
-2.265469,53.696661,1,3,30,Fine no high winds,Car,2005-09-23 11:23:00
-2.265469,53.696661,1,3,30,Fine no high winds,Car,2005-09-23 11:23:00
-2.265469,53.696661,1,3,30,Fine no high winds,Goods vehicle,2005-09-23 11:23:00
-2.783128,54.021031,2,2,70,Fine no high winds,Goods vehicle,2005-08-21 02:38:00
-2.783128,54.021031,2,2,70,Fine no high winds,Goods vehicle,2005-08-21 02:38:00
-2.677598,53.697466,1,1,70,Fine no high winds,Car,2005-10-29 14:37:00
-2.759484,53.53437,2,2,70,Fine no high winds,Goods vehicle,2005-11-09 14:00:00
-3.111907,53.354166,2,1,30,Raining no high winds,Car,2005-11-24 19:53:00
-3.046244,53.439798,3,2,30,Fine no high winds,Car,2005-11-01 18:10:00
-3.061757,53.349409,1,2,60,Fine no high winds,Car,2005-12-04 17:15:00
-3.061757,53.349409,1,2,60,Fine no high winds,Car,2005-12-04 17:15:00
-3.141694,53.355593,7,3,50,Raining + high winds,Car,2005-02-11 23:50:00
-3.141694,53.355593,7,3,50,Raining + high winds,Car,2005-02-11 23:50:00
-3.141694,53.355593,7,3,50,Raining + high winds,Car,2005-02-11 23:50:00
-3.07305,53.374388,1,1,70,Fine no high winds,Car,2005-02-25 19:15:00
-3.067794,53.422617,1,2,30,Fine no high winds,Pedal cycle,2005-03-24 08:40:00
-3.067794,53.422617,1,2,30,Fine no high winds,Car,2005-03-24 08:40:00
-3.026891,53.41138,2,1,30,Fine no high winds,Car,2005-01-27 02:00:00
-3.007168,53.372535,1,1,30,Fine no high winds,Car,2005-05-13 15:00:00
-3.017944,53.339094,1,2,30,Fine + high winds,Car,2005-05-22 15:52:00
-3.086714,53.385591,1,3,40,Fine no high winds,Car,2005-05-20 22:40:00
-3.086714,53.385591,1,3,40,Fine no high winds,Car,2005-05-20 22:40:00
-3.086714,53.385591,1,3,40,Fine no high winds,Pedal cycle,2005-05-20 22:40:00
-3.048013,53.370925,2,2,30,Fine no high winds,Car,2005-06-20 07:53:00
-3.022443,53.414115,1,1,30,Fine no high winds,Car,2005-07-17 22:10:00
-3.083423,53.34481,5,2,40,Raining no high winds,Car,2005-08-25 22:35:00
-3.083423,53.34481,5,2,40,Raining no high winds,Car,2005-08-25 22:35:00
-3.078607,53.403913,1,2,30,Fine no high winds,Pedal cycle,2005-08-26 09:35:00
-3.078607,53.403913,1,2,30,Fine no high winds,Car,2005-08-26 09:35:00
-3.033296,53.600903,1,1,30,Fine no high winds,Car,2005-10-20 15:55:00
-2.9023,53.509827,1,2,30,Raining no high winds,Car,2005-11-03 03:45:00
-2.9023,53.509827,1,2,30,Raining no high winds,Car,2005-11-03 03:45:00
-3.048667,53.544229,1,1,70,Raining no high winds,Car,2005-11-06 05:06:00
-2.953061,53.480399,6,2,40,Fine no high winds,Car,2005-03-18 00:44:00
-2.953061,53.480399,6,2,40,Fine no high winds,Car,2005-03-18 00:44:00
-3.054465,53.595325,1,1,20,Fine no high winds,Car,2005-06-07 20:40:00
-3.026453,53.636558,1,1,30,Fine no high winds,Car,2005-06-21 21:03:00
-3.008713,53.641023,3,1,30,Fine no high winds,Car,2005-07-19 01:03:00
-2.951367,53.492278,1,1,70,Fine no high winds,Goods vehicle,2005-09-14 02:36:00
-2.818969,53.403279,1,1,30,Raining no high winds,Car,2005-12-23 23:40:00
-2.81114,53.355421,2,1,70,Fine no high winds,Car,2005-02-13 15:38:00
-2.862059,53.421673,4,3,40,Fine no high winds,Car,2005-02-27 00:01:00
-2.862059,53.421673,4,3,40,Fine no high winds,Car,2005-02-27 00:01:00
-2.862059,53.421673,4,3,40,Fine no high winds,Car,2005-02-27 00:01:00
-2.874778,53.491425,1,2,30,Fine no high winds,Pedal cycle,2005-03-04 22:43:00
-2.850223,53.424275,1,2,30,Fine no high winds,Car,2005-05-25 00:05:00
-2.786174,53.4275,2,2,30,Fine no high winds,Car,2005-06-02 18:59:00
-2.786174,53.4275,2,2,30,Fine no high winds,Car,2005-06-02 18:59:00
-2.725981,53.472106,1,1,60,Fine no high winds,Car,2005-05-08 21:35:00
-2.753287,53.448656,1,1,30,Fine no high winds,Car,2005-05-30 13:50:00
-2.745864,53.403129,1,6,70,Fine no high winds,Car,2005-09-03 01:05:00
-2.745864,53.403129,1,6,70,Fine no high winds,Car,2005-09-03 01:05:00
-2.745864,53.403129,1,6,70,Fine no high winds,Car,2005-09-03 01:05:00
-2.745864,53.403129,1,6,70,Fine no high winds,Car,2005-09-03 01:05:00
-2.745864,53.403129,1,6,70,Fine no high winds,Car,2005-09-03 01:05:00
-2.745864,53.403129,1,6,70,Fine no high winds,Car,2005-09-03 01:05:00
-2.938428,53.418221,1,2,30,Fine no high winds,Car,2005-08-03 16:37:00
-2.930286,53.451903,2,2,40,Fine no high winds,Car,2005-08-10 03:18:00
-2.973515,53.432592,1,1,30,Fine no high winds,Car,2005-10-04 22:32:00
-2.922375,53.40648,5,2,30,Fine no high winds,Car,2005-10-29 01:15:00
-2.922375,53.40648,5,2,30,Fine no high winds,Car,2005-10-29 01:15:00
-2.885781,53.419072,1,1,40,Fine no high winds,Car,2005-11-13 16:23:00
-2.924015,53.419681,2,4,30,Raining no high winds,Car,2005-12-02 16:35:00
-2.924015,53.419681,2,4,30,Raining no high winds,Car,2005-12-02 16:35:00
-2.924015,53.419681,2,4,30,Raining no high winds,Car,2005-12-02 16:35:00
-2.924015,53.419681,2,4,30,Raining no high winds,Car,2005-12-02 16:35:00
-2.909862,53.440465,1,3,40,Fine no high winds,Car,2005-12-27 22:38:00
-2.909862,53.440465,1,3,40,Fine no high winds,Car,2005-12-27 22:38:00
-2.909862,53.440465,1,3,40,Fine no high winds,Car,2005-12-27 22:38:00
-2.975957,53.4012,1,1,30,Fine no high winds,Car,2005-01-01 00:30:00
-2.965984,53.412428,2,1,30,Fine no high winds,Car,2005-01-23 03:05:00
-2.954455,53.408206,1,1,30,Fine no high winds,Car,2005-01-25 09:30:00
-2.996824,53.425209,1,1,30,Fine no high winds,Car,2005-02-27 23:45:00
-2.960265,53.445733,1,1,30,Fine no high winds,Car,2005-03-16 20:15:00
-2.971681,53.411573,1,2,30,Fine no high winds,Car,2005-03-18 19:40:00
-2.971681,53.411573,1,2,30,Fine no high winds,Car,2005-03-18 19:40:00
-2.970632,53.424975,2,2,30,Fine no high winds,Car,2005-03-14 11:40:00
-2.95314,53.463769,1,1,30,Fine no high winds,Car,2005-05-26 03:24:00
-2.950107,53.40887,1,1,30,Fine no high winds,Car,2005-07-26 10:30:00
-2.94119,53.379726,2,1,30,Fine no high winds,Car,2005-12-26 23:50:00
-2.970274,53.389381,1,1,30,Fine no high winds,Car,2005-03-17 19:00:00
-2.965668,53.385193,1,1,30,Fine no high winds,Car,2005-04-14 21:55:00
-2.221452,53.53415,6,4,30,Raining no high winds,Car,2005-07-03 20:40:00
-2.221452,53.53415,6,4,30,Raining no high winds,Car,2005-07-03 20:40:00
-2.221452,53.53415,6,4,30,Raining no high winds,Car,2005-07-03 20:40:00
-2.221452,53.53415,6,4,30,Raining no high winds,Car,2005-07-03 20:40:00
-2.212513,53.526616,1,1,30,Fine no high winds,Car,2005-07-16 14:50:00
-2.24578,53.48844,3,2,30,Fine no high winds,Car,2005-08-16 13:30:00
-2.24578,53.48844,3,2,30,Fine no high winds,Goods vehicle,2005-08-16 13:30:00
-2.212754,53.484459,1,2,30,Fine no high winds,Goods vehicle,2005-09-06 12:00:00
-2.212754,53.484459,1,2,30,Fine no high winds,Pedal cycle,2005-09-06 12:00:00
-2.254568,53.471074,2,1,50,Fine no high winds,Car,2005-04-20 23:11:00
-2.200266,53.456795,1,1,30,Fine no high winds,Goods vehicle,2005-06-16 12:35:00
-2.190229,53.468677,3,2,30,Fine no high winds,Car,2005-11-11 19:45:00
-2.194447,53.435592,8,2,30,Fine no high winds,Car,2005-11-13 02:45:00
-2.194447,53.435592,8,2,30,Fine no high winds,Car,2005-11-13 02:45:00
-2.206488,53.435482,1,1,30,Fine no high winds,Car,2005-04-22 23:40:00
-2.280695,53.412319,1,1,30,Fine no high winds,Car,2005-06-16 14:25:00
-2.258185,53.39673,1,1,30,Raining no high winds,Car,2005-08-13 02:15:00
-2.277608,53.446394,2,2,30,Fine no high winds,Car,2005-10-26 00:01:00
-2.277608,53.446394,2,2,30,Fine no high winds,Goods vehicle,2005-10-26 00:01:00
-2.245095,53.421926,1,2,30,Fine no high winds,Car,2005-01-03 17:42:00
-2.217366,53.4138,1,1,40,Fine no high winds,Car,2005-01-05 02:42:00
-2.168503,53.46017,3,2,30,Snowing no high winds,Car,2005-02-23 12:58:00
-2.168503,53.46017,3,2,30,Snowing no high winds,Car,2005-02-23 12:58:00
-2.235955,53.456191,3,2,30,Fine no high winds,Car,2005-03-05 03:00:00
-2.235955,53.456191,3,2,30,Fine no high winds,Car,2005-03-05 03:00:00
-2.255646,53.42478,1,1,40,Raining no high winds,Car,2005-03-26 19:54:00
-2.410091,53.507495,1,4,60,Raining no high winds,Car,2005-05-06 22:30:00
-2.410091,53.507495,1,4,60,Raining no high winds,Car,2005-05-06 22:30:00
-2.410091,53.507495,1,4,60,Raining no high winds,Goods vehicle,2005-05-06 22:30:00
-2.410091,53.507495,1,4,60,Raining no high winds,Car,2005-05-06 22:30:00
-2.355147,53.482323,1,2,30,Fine no high winds,Car,2005-08-16 00:16:00
-2.355147,53.482323,1,2,30,Fine no high winds,Pedal cycle,2005-08-16 00:16:00
-2.285437,53.491229,1,1,50,Fine no high winds,Car,2005-12-15 11:03:00
-2.294311,53.510353,1,1,30,Fine no high winds,Car,2005-01-29 17:44:00
-2.419231,53.501621,1,1,30,Fine no high winds,Goods vehicle,2005-03-07 13:10:00
-2.384148,53.523132,1,1,30,Fine no high winds,Car,2005-03-24 18:40:00
-2.088388,53.46565,1,1,30,Fine no high winds,Goods vehicle,2005-05-06 16:30:00
-2.078994,53.436443,1,2,30,Fine no high winds,Car,2005-09-12 17:20:00
-2.078994,53.436443,1,2,30,Fine no high winds,Pedal cycle,2005-09-12 17:20:00
-2.05756,53.50423,2,2,30,Fine no high winds,Car,2005-10-01 01:46:00
-2.05756,53.50423,2,2,30,Fine no high winds,Car,2005-10-01 01:46:00
-2.075107,53.451367,1,1,30,Fine no high winds,Goods vehicle,2005-11-23 19:10:00
-2.168754,53.485608,1,1,30,Raining no high winds,Car,2005-12-04 02:08:00
-2.069213,53.438247,1,1,30,Fine no high winds,Car,2005-01-26 11:55:00
-2.164157,53.348716,1,1,30,Fine no high winds,Car,2005-05-30 16:40:00
-2.166444,53.357432,1,1,30,Fine no high winds,Goods vehicle,2005-11-25 11:25:00
-2.239566,53.375105,2,1,30,Fine no high winds,Car,2005-01-09 22:43:00
-2.107134,53.372781,1,1,40,Fine no high winds,Goods vehicle,2005-03-05 10:25:00
-2.064584,53.363643,4,1,30,Fine no high winds,Car,2005-03-25 15:56:00
-2.448916,53.61423,1,2,30,Fine no high winds,Goods vehicle,2005-08-14 11:28:00
-2.431642,53.565755,4,2,30,Fine no high winds,Car,2005-09-05 19:45:00
-2.566449,53.586316,1,1,60,Fine no high winds,Car,2005-10-10 17:05:00
-2.427459,53.585096,1,1,40,Raining no high winds,Car,2005-10-19 21:00:00
-2.549674,53.59745,2,1,30,Fine no high winds,Car,2005-10-29 01:25:00
-2.653343,53.578592,1,1,30,Fine no high winds,Car,2005-05-07 17:00:00
-2.523454,53.480895,1,2,30,Fine no high winds,Car,2005-05-29 15:40:00
-2.509214,53.499833,3,1,30,Fine no high winds,Car,2005-05-31 01:30:00
-2.652431,53.519362,2,1,30,Fine no high winds,Car,2005-07-11 04:50:00
-2.631349,53.491161,2,2,30,Fine no high winds,Car,2005-07-10 19:00:00
-2.645475,53.557871,1,1,30,Fine no high winds,Car,2005-10-31 09:45:00
-2.5349,53.504395,3,3,30,Fine no high winds,Car,2005-02-26 15:45:00
-2.5349,53.504395,3,3,30,Fine no high winds,Pedal cycle,2005-02-26 15:45:00
-2.464207,53.506129,1,1,30,Fine no high winds,Car,2005-03-14 08:15:00
-2.344439,53.369545,2,1,30,Fine no high winds,Car,2005-12-10 22:36:00
-2.326644,53.557819,2,1,30,Fine no high winds,Car,2005-05-07 12:30:00
-2.277602,53.537808,1,1,30,Fine no high winds,Car,2005-11-19 16:45:00
-2.338547,53.573875,1,1,30,Raining no high winds,Car,2005-02-10 18:18:00
-2.139078,53.627485,5,1,30,Fine no high winds,Car,2005-05-30 17:12:00
-2.14028,53.625236,1,1,30,Fine no high winds,Goods vehicle,2005-08-11 13:55:00
-2.233948,53.584013,2,3,40,Fine no high winds,Car,2005-01-19 20:10:00
-2.233948,53.584013,2,3,40,Fine no high winds,Goods vehicle,2005-01-19 20:10:00
-2.233948,53.584013,2,3,40,Fine no high winds,Car,2005-01-19 20:10:00
-2.164169,53.508086,1,1,30,Fine no high winds,Goods vehicle,2005-06-20 18:30:00
-2.10178,53.522537,1,1,30,Fine no high winds,Car,2005-07-06 23:17:00
-2.119992,53.562339,1,1,30,Fine no high winds,Car,2005-08-01 01:44:00
-2.085843,53.548077,3,1,30,Fine no high winds,Car,2005-08-12 20:05:00
-2.078125,53.537116,2,2,30,Fine no high winds,Car,2005-02-02 23:35:00
-2.078125,53.537116,2,2,30,Fine no high winds,Goods vehicle,2005-02-02 23:35:00
-2.112507,53.529359,1,1,30,Raining no high winds,Car,2005-02-05 21:40:00
-2.125936,53.428583,4,2,50,Fine no high winds,Car,2005-04-10 04:44:00
-2.125936,53.428583,4,2,50,Fine no high winds,Car,2005-04-10 04:44:00
-2.698381,53.571237,1,1,70,Fine no high winds,Goods vehicle,2005-07-26 00:15:00
-2.293359,53.481682,4,4,70,Fine no high winds,Car,2005-08-24 23:22:00
-2.293359,53.481682,4,4,70,Fine no high winds,Car,2005-08-24 23:22:00
-2.293359,53.481682,4,4,70,Fine no high winds,Car,2005-08-24 23:22:00
-2.293359,53.481682,4,4,70,Fine no high winds,Car,2005-08-24 23:22:00
-2.271203,53.575485,1,2,70,Raining no high winds,Goods vehicle,2005-08-13 08:22:00
-2.693791,53.586005,4,2,70,Fine no high winds,Car,2005-11-26 20:39:00
-2.693791,53.586005,4,2,70,Fine no high winds,Car,2005-11-26 20:39:00
-2.692037,53.515634,5,3,70,Fine no high winds,Car,2005-12-28 09:30:00
-2.692037,53.515634,5,3,70,Fine no high winds,Car,2005-12-28 09:30:00
-2.692037,53.515634,5,3,70,Fine no high winds,Car,2005-12-28 09:30:00
-2.396407,53.479047,3,9,70,Fine no high winds,Car,2005-02-01 06:26:00
-2.396407,53.479047,3,9,70,Fine no high winds,Car,2005-02-01 06:26:00
-2.396407,53.479047,3,9,70,Fine no high winds,Car,2005-02-01 06:26:00
-2.396407,53.479047,3,9,70,Fine no high winds,Goods vehicle,2005-02-01 06:26:00
-2.396407,53.479047,3,9,70,Fine no high winds,Goods vehicle,2005-02-01 06:26:00
-2.396407,53.479047,3,9,70,Fine no high winds,Goods vehicle,2005-02-01 06:26:00
-2.396407,53.479047,3,9,70,Fine no high winds,Car,2005-02-01 06:26:00
-2.396407,53.479047,3,9,70,Fine no high winds,Car,2005-02-01 06:26:00
-2.396407,53.479047,3,9,70,Fine no high winds,Goods vehicle,2005-02-01 06:26:00
-2.298237,53.360591,1,1,70,Raining + high winds,Car,2005-02-12 16:08:00
-2.343838,53.313546,1,1,60,Fine no high winds,Goods vehicle,2005-01-01 04:50:00
-2.206281,53.174624,1,1,30,Fine no high winds,Car,2005-01-12 17:50:00
-2.377264,53.189037,1,3,70,Fine no high winds,Car,2005-01-14 17:20:00
-2.377264,53.189037,1,3,70,Fine no high winds,Car,2005-01-14 17:20:00
-2.201764,53.168609,2,3,30,Fine + high winds,Car,2005-01-19 18:10:00
-2.201764,53.168609,2,3,30,Fine + high winds,Car,2005-01-19 18:10:00
-2.201764,53.168609,2,3,30,Fine + high winds,Car,2005-01-19 18:10:00
-2.655811,53.141535,3,2,60,Fine no high winds,Car,2005-01-29 00:25:00
-2.655811,53.141535,3,2,60,Fine no high winds,Car,2005-01-29 00:25:00
-2.177478,53.300696,1,3,60,Fine no high winds,Car,2005-02-06 21:04:00
-2.177478,53.300696,1,3,60,Fine no high winds,Car,2005-02-06 21:04:00
-2.177478,53.300696,1,3,60,Fine no high winds,Car,2005-02-06 21:04:00
-2.242118,53.348134,3,2,30,Fine no high winds,Car,2005-02-20 14:30:00
-2.242118,53.348134,3,2,30,Fine no high winds,Car,2005-02-20 14:30:00
-2.519636,53.452058,2,1,30,Fine no high winds,Car,2005-02-20 10:59:00
-2.706273,53.301254,1,3,30,Fine no high winds,Goods vehicle,2005-02-22 18:27:00
-2.706273,53.301254,1,3,30,Fine no high winds,Car,2005-02-22 18:27:00
-2.244287,53.359635,1,2,60,Fine no high winds,Car,2005-03-03 18:02:00
-2.244287,53.359635,1,2,60,Fine no high winds,Pedal cycle,2005-03-03 18:02:00
-2.592483,53.265288,5,2,60,Fine no high winds,Car,2005-03-14 08:48:00
-2.592483,53.265288,5,2,60,Fine no high winds,Car,2005-03-14 08:48:00
-2.225903,53.207578,1,1,60,Fine no high winds,Goods vehicle,2005-03-16 14:16:00
-2.711762,53.00808,1,2,60,Fine no high winds,Car,2005-03-18 11:15:00
-2.711762,53.00808,1,2,60,Fine no high winds,Pedal cycle,2005-03-18 11:15:00
-2.803296,53.265852,2,1,70,Fine no high winds,Car,2005-03-28 07:20:00
-2.385933,53.087701,1,1,60,Fine no high winds,Car,2005-03-25 23:52:00
-2.563639,53.397566,3,3,30,Fine no high winds,Car,2005-04-09 21:04:00
-2.563639,53.397566,3,3,30,Fine no high winds,Car,2005-04-09 21:04:00
-2.563639,53.397566,3,3,30,Fine no high winds,Car,2005-04-09 21:04:00
-2.489689,53.401398,5,2,60,Fine no high winds,Car,2005-04-09 12:15:00
-2.489689,53.401398,5,2,60,Fine no high winds,Car,2005-04-09 12:15:00
-2.547592,53.037086,3,2,60,Fine no high winds,Car,2005-04-16 06:14:00
-2.547592,53.037086,3,2,60,Fine no high winds,Car,2005-04-16 06:14:00
-2.73112,53.209685,3,2,70,Fine no high winds,Car,2005-05-02 15:24:00
-2.73112,53.209685,3,2,70,Fine no high winds,Car,2005-05-02 15:24:00
-2.726465,53.341584,1,1,30,Fine no high winds,Car,2005-05-05 23:35:00
-2.317535,53.126377,1,2,60,Fine no high winds,Car,2005-05-03 07:25:00
-2.317535,53.126377,1,2,60,Fine no high winds,Pedal cycle,2005-05-03 07:25:00
-2.915892,53.209487,1,2,30,Fine no high winds,Car,2005-05-10 20:25:00
-2.462419,53.327708,3,2,70,Fine no high winds,Goods vehicle,2005-05-10 21:31:00
-2.462419,53.327708,3,2,70,Fine no high winds,Car,2005-05-10 21:31:00
-2.859635,53.249099,1,1,70,Fine no high winds,Car,2005-05-25 07:50:00
-2.506344,53.080598,2,3,60,Fine no high winds,Car,2005-05-27 00:57:00
-2.506344,53.080598,2,3,60,Fine no high winds,Car,2005-05-27 00:57:00
-2.506344,53.080598,2,3,60,Fine no high winds,Car,2005-05-27 00:57:00
-2.732016,53.209499,4,2,70,Fine no high winds,Car,2005-05-30 12:11:00
-2.732016,53.209499,4,2,70,Fine no high winds,Car,2005-05-30 12:11:00
-2.753115,53.259977,1,1,30,Fine no high winds,Car,2005-06-09 14:00:00
-2.400258,53.21539,2,2,60,Fine no high winds,Car,2005-06-22 12:00:00
-2.400258,53.21539,2,2,60,Fine no high winds,Goods vehicle,2005-06-22 12:00:00
